employee_id,employee_name,employment_status,gender,age,age_band,division_of_origin,disability_status,education,department,department_key,cost_center,job_title,job_level,employment_type,location,location_key,join_date,exit_date,manager,monthly_gross_bdt,annual_total_reward_bdt,compa_ratio,goal_completion_percent,overall_performance_score,performance_rating,potential,promotion_readiness,leave_transactions,approved_leave_days,training_programs,training_hours,training_cost_bdt,average_training_feedback,average_pre_assessment,average_post_assessment,assessment_improvement,exit_type,exit_reason,regrettable_exit,tenure_at_exit_years
MG-DHK-SAM-0270,Shakil Rahman,Separated during FY2025,Male,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,,Dhaka Corporate Office,dhaka_corporate_office,2018-05-13,2025-03-26,Farzana Rahman,,,,,,,,,2,3.0,1,6.0,565.0,4.5,68.0,85.0,17.0,Voluntary,Personal / Family Reasons,No,6.87
MG-DHK-SAM-0296,Saiful Rahman,Active at FY2025 year-end,Male,28,25-34,Mymensingh,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Senior Territory Officer,Senior Officer,Probation,Dhaka Corporate Office,dhaka_corporate_office,2020-11-03,,Tanvir Ahmed,78500,1059800,1.12142857,78.2,77.9,Partially Meets,Medium,Develop in Current Role,1,4.0,2,18.0,2692.0,4.05,58.5,66.5,8.0,,,,
MG-DHK-SAM-0298,Hasan Uddin,Active at FY2025 year-end,Male,26,25-34,Dhaka,No,Diploma,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-06-23,,Tanvir Ahmed,34000,498500,0.93150685,80,80.8,Meets Expectations,Medium,Ready in 1-2 Years,0,0.0,1,12.0,976.0,5.0,56.0,75.0,19.0,,,,
MG-DHK-SAM-0300,Zahid Rahman,Active at FY2025 year-end,Male,42,35-44,Rajshahi,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Regional Sales Manager,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-12-18,,Tanvir Ahmed,208500,2863500,0.96976744,88.5,82.5,Meets Expectations,Medium,Ready in 1-2 Years,1,1.0,1,12.0,2261.0,3.6,63.0,76.0,13.0,,,,
MG-DHK-SAM-0358,Rakib Noor,Active at FY2025 year-end,Male,23,Under 25,Rangpur,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-09-03,,Farzana Rahman,40000,603400,0.77669903,88.4,81.9,Meets Expectations,High,Ready in 1-2 Years,4,9.0,4,30.0,6514.0,4.17,59.25,67.75,8.5,,,,
MG-DHK-SAM-0360,Sanjida Ferdous,Active at FY2025 year-end,Female,45,45+,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-10-30,,Farzana Rahman,117000,1735700,0.83571429,74.5,77.3,Partially Meets,Low,Develop in Current Role,2,8.0,1,12.0,1539.0,4.0,44.0,58.0,14.0,,,,
MG-DHK-SAM-0362,Rifat Khan,Active at FY2025 year-end,Female,40,35-44,Rajshahi,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Regional Sales Manager,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-03-07,,Farzana Rahman,253000,3470800,1.17674419,77.3,81.2,Meets Expectations,Medium,Ready in 1-2 Years,2,4.0,0,0.0,0.0,,,,,,,,
MG-DHK-SAM-0364,Rifat Bhuiyan,Active at FY2025 year-end,Female,42,35-44,Dhaka,No,Professional Certification,Sales & Marketing,sales_and_marketing,CC-102,Senior Territory Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-03-09,,Farzana Rahman,67500,970600,0.96428571,100.5,85.1,Meets Expectations,Medium,Ready in 1-2 Years,2,6.0,1,12.0,1110.0,3.9,58.0,86.0,28.0,,,,
MG-DHK-SAM-0384,Arif Haque,Separated during FY2025,Male,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Area Sales Manager,Manager,,Dhaka Corporate Office,dhaka_corporate_office,2016-01-24,2025-06-02,Tanvir Ahmed,,,,,,,,,2,4.0,2,14.0,3351.0,4.1,69.5,83.0,13.5,Voluntary,Better Career Opportunity,No,9.36
MG-DHK-SAM-0394,Sultana Ahmed,Separated during FY2025,Female,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,,Dhaka Corporate Office,dhaka_corporate_office,2022-07-18,2025-10-26,Tanvir Ahmed,,,,,,,,,3,11.0,5,36.0,9504.0,4.32,66.2,79.0,12.8,Voluntary,Compensation & Benefits,No,3.27
MG-DHK-SAM-0397,Ahsan Akter,Active at FY2025 year-end,Male,32,25-34,Dhaka,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Digital Marketing Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-07-28,,Tanvir Ahmed,102000,1515300,1.13333333,78.3,79.3,Meets Expectations,Medium,Ready in 1-2 Years,1,4.0,5,38.0,4720.0,4.5,66.6,84.6,18.0,,,,
MG-DHK-SAM-0398,Samira Jahan,Active at FY2025 year-end,Female,43,35-44,Chattogram,No,SSC,Sales & Marketing,sales_and_marketing,CC-102,Sales Support Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2016-07-10,,Farzana Rahman,26500,392100,1,108.5,90.1,Exceeds Expectations,Medium,Ready in 1-2 Years,1,2.0,2,24.0,1301.0,5.0,64.5,80.5,16.0,,,,
MG-DHK-SAM-0412,Md. Rahim Uddin,Active at FY2025 year-end,Male,23,Under 25,Dhaka,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-08-21,,Farzana Rahman,45000,630000,1.23287671,58.4,70.8,Partially Meets,Medium,Develop in Current Role,1,10.0,1,6.0,725.0,4.2,45.0,59.0,14.0,,,,
MG-DHK-SAM-0437,Sumaiya Ferdous,Active at FY2025 year-end,Female,30,25-34,Rangpur,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-11-04,,Farzana Rahman,43000,574000,1.17808219,97.4,91.8,Exceeds Expectations,Medium,Ready in 1-2 Years,1,4.0,0,0.0,0.0,,,,,,,,
MG-DHK-SAM-0446,Rakib Talukder,Active at FY2025 year-end,Male,37,35-44,Chattogram,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Senior Territory Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-04-26,,Tanvir Ahmed,70500,1013600,1.00714286,104.3,99,Exceeds Expectations,Medium,Ready in 1-2 Years,2,9.0,1,6.0,1091.0,3.6,61.0,73.0,12.0,,,,
MG-DHK-SAM-0459,Ashik Rashid,Active at FY2025 year-end,Male,39,35-44,Rangpur,No,Trade Certificate,Sales & Marketing,sales_and_marketing,CC-102,Sales Support Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-02-13,,Farzana Rahman,31500,444900,1.18867925,105.1,94,Exceeds Expectations,Medium,Ready in 1-2 Years,2,4.0,3,30.0,4694.0,4.07,61.67,74.67,13.0,,,,
MG-DHK-SAM-0478,Imran Rashid,Separated during FY2025,Male,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Territory Sales Officer,Officer,,Dhaka Corporate Office,dhaka_corporate_office,2025-07-15,2025-10-20,Farzana Rahman,,,,,,,,,1,2.0,0,0.0,0.0,,,,,Voluntary,Better Career Opportunity,No,0.27
MG-DHK-SAM-0493,Mim Sultana,Active at FY2025 year-end,Female,45,45+,Barishal,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-08-17,,Tanvir Ahmed,108000,1419000,1.2,80.8,79.7,Meets Expectations,Medium,Ready in 1-2 Years,0,0.0,0,0.0,0.0,,,,,,,,
MG-DHK-SAM-0500,Sabbir Ahmed,Active at FY2025 year-end,Male,26,25-34,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-07-24,,Tanvir Ahmed,46500,642800,0.90291262,101,91,Exceeds Expectations,High,Ready Now,3,11.0,0,0.0,0.0,,,,,,,,
MG-DHK-SAM-0504,Tareq Sultana,Active at FY2025 year-end,Male,25,25-34,Dhaka,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-05-03,,Farzana Rahman,31000,438400,0.84931507,68.4,79.9,Meets Expectations,Medium,Ready in 1-2 Years,3,7.0,0,0.0,0.0,,,,,,,,
MG-DHK-SAM-0507,Ashik Khan,Active at FY2025 year-end,Male,38,35-44,Rangpur,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Brand Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-12-31,,Tanvir Ahmed,39000,522000,0.75728155,94.5,82.9,Meets Expectations,Medium,Ready in 1-2 Years,0,0.0,0,0.0,0.0,,,,,,,,
MG-DHK-SAM-0514,Md. Rahim Hasan,Active at FY2025 year-end,Male,36,35-44,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-01-21,,Tanvir Ahmed,83000,1190700,0.92222222,107.9,99.5,Exceeds Expectations,Medium,Ready in 1-2 Years,2,5.0,1,8.0,2243.0,4.5,57.0,73.0,16.0,,,,
MG-DHK-SCL-0003,Riyad Akter,Active at FY2025 year-end,Male,26,25-34,Chattogram,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Store Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-01-17,,Mahmudul Hasan,41000,575600,1.12328767,90.3,87.9,Meets Expectations,Medium,Ready in 1-2 Years,2,5.0,0,0.0,0.0,,,,,,,,
MG-DHK-SCL-0046,Rashed Mahmud,Separated during FY2025,Male,,,,,,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Planning Executive,Executive,,Dhaka Corporate Office,dhaka_corporate_office,2021-09-25,2025-05-24,Mahmudul Hasan,,,,,,,,,2,5.0,0,0.0,0.0,,,,,Voluntary,Personal / Family Reasons,No,3.66
MG-DHK-SCL-0239,Mim Chowdhury,Active at FY2025 year-end,Female,36,35-44,Chattogram,No,SSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2016-05-24,,Mahmudul Hasan,25500,390000,0.96226415,84.4,77,Partially Meets,Medium,Develop in Current Role,0,0.0,2,12.0,2741.0,4.55,58.5,65.0,6.5,,,,
MG-DHK-SCL-0278,Ahsan Jahan,Active at FY2025 year-end,Male,36,35-44,Chattogram,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-10-04,,Mahmudul Hasan,25500,402800,0.96226415,73.5,74.5,Partially Meets,Medium,Develop in Current Role,2,4.0,1,4.0,779.0,3.9,45.0,62.0,17.0,,,,
MG-DHK-SCL-0447,Md. Karim Noor,Active at FY2025 year-end,Male,23,Under 25,Rajshahi,No,Diploma,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Dispatch Coordinator,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-07-31,,Mahmudul Hasan,37500,502500,1.02739726,86.6,82.1,Meets Expectations,Medium,Ready in 1-2 Years,4,10.0,1,16.0,2563.0,4.5,62.0,76.0,14.0,,,,
MG-DHK-SCL-0454,Fahim Ferdous,Active at FY2025 year-end,Male,39,35-44,Dhaka,No,SSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,Contract,Dhaka Corporate Office,dhaka_corporate_office,2025-11-28,,Mahmudul Hasan,21000,283500,0.79245283,114.3,99.6,Exceeds Expectations,Low,Develop in Current Role,3,5.0,0,0.0,0.0,,,,,,,,
MG-GZP-CST-0030,Maliha Hasan,Active at FY2025 year-end,Not Disclosed,28,25-34,Dhaka,No,Bachelor,Corporate Strategy,corporate_strategy,CC-112,Business Analyst,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-08,,Mushfiqur Rahman,68000,977400,1.32038835,87.8,86.4,Meets Expectations,Medium,Ready in 1-2 Years,2,5.0,0,0.0,0.0,,,,,,,,
MG-GZP-CST-0038,Sharmeen Ferdous,Active at FY2025 year-end,Female,29,25-34,Rajshahi,No,Bachelor,Corporate Strategy,corporate_strategy,CC-112,Strategy Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-06-18,,Mushfiqur Rahman,91000,1258000,1.01111111,106.3,92.9,Exceeds Expectations,Medium,Ready in 1-2 Years,4,15.0,2,10.0,2736.0,3.95,63.5,72.0,8.5,,,,
MG-GZP-CST-0103,Mizanur Alam,Active at FY2025 year-end,Male,43,35-44,Dhaka,No,Master,Corporate Strategy,corporate_strategy,CC-112,Senior Strategy Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-10-08,,Anika Tasnim,71000,984800,1.01428571,75.5,70.5,Partially Meets,Medium,Develop in Current Role,2,8.0,3,23.0,4899.0,4.37,64.33,80.67,16.34,,,,
MG-GZP-CUS-0297,Rafiq Bhuiyan,Active at FY2025 year-end,Male,33,25-34,Rajshahi,No,HSC,Customer Service,customer_service,CC-110,Call Centre Agent,Junior Staff,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-04-19,,Rashedul Islam,44500,578500,1.21917808,76.8,78.7,Meets Expectations,Medium,Ready in 1-2 Years,2,1.0,2,20.0,2430.0,4.0,78.5,92.0,13.5,,,,
MG-GZP-CUS-0480,Faria Khan,Active at FY2025 year-end,Female,23,Under 25,Chattogram,No,Diploma,Customer Service,customer_service,CC-110,Call Centre Agent,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-10-02,,Jannatul Ferdous,34000,491000,0.93150685,79.2,81.7,Meets Expectations,Low,Develop in Current Role,3,6.0,0,0.0,0.0,,,,,,,,
MG-GZP-CUS-0506,Tanvir Karim,Active at FY2025 year-end,Male,34,25-34,Dhaka,No,Bachelor,Customer Service,customer_service,CC-110,Customer Service Representative,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-10-10,,Rashedul Islam,41500,554500,1.1369863,114,97.3,Exceeds Expectations,Medium,Ready in 1-2 Years,2,5.0,1,6.0,2133.0,3.9,73.0,73.0,0.0,,,,
MG-GZP-ENG-0035,Arif Rahman,Active at FY2025 year-end,Male,32,25-34,Dhaka,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-11-11,,Rakibul Hasan,31000,455400,0.84931507,78.2,76.1,Partially Meets,Low,Develop in Current Role,1,1.0,5,42.0,7521.0,4.42,61.0,74.8,13.8,,,,
MG-GZP-ENG-0071,Sanjida Bhuiyan,Active at FY2025 year-end,Female,25,25-34,Barishal,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Electrician,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-01-05,,Rakibul Hasan,32000,452600,1.20754717,89.9,88,Meets Expectations,Medium,Ready in 1-2 Years,3,5.0,3,36.0,2321.0,4.4,60.0,72.0,12.0,,,,
MG-GZP-ENG-0097,Shuvo Mahmud,Active at FY2025 year-end,Male,26,25-34,Barishal,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Utilities Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-05-15,,Rakibul Hasan,55000,766000,1.06796117,92.3,85.7,Meets Expectations,Medium,Ready in 1-2 Years,4,9.0,2,16.0,3929.0,3.95,70.5,81.5,11.0,,,,
MG-GZP-ENG-0099,Riyad Karim,Separated during FY2025,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Helper,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-07-09,2025-02-02,Md. Moniruzzaman,,,,,,,,,1,1.0,0,0.0,0.0,,,,,Voluntary,Better Career Opportunity,No,3.57
MG-GZP-ENG-0117,Zahid Hasan,Active at FY2025 year-end,Male,37,35-44,Chattogram,No,Master,Engineering & Maintenance,engineering_and_maintenance,CC-107,Project Engineer,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-07-15,,Rakibul Hasan,102000,1408200,1.13333333,98,91.7,Exceeds Expectations,Medium,Ready in 1-2 Years,2,10.0,2,18.0,4057.0,4.2,68.0,85.5,17.5,,,,
MG-GZP-ENG-0183,Imran Hasan,Separated during FY2025,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Coordinator,Junior Staff,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-03-06,2025-08-24,Rakibul Hasan,,,,,,,,,3,13.0,3,26.0,5614.0,4.23,62.33,73.0,10.67,Involuntary,Performance,No,3.47
MG-GZP-ENG-0188,Nayeem Akter,Separated during FY2025,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Electrician,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-11-14,2025-12-07,Rakibul Hasan,,,,,,,,,2,7.0,0,0.0,0.0,,,,,Voluntary,Relocation,No,4.06
MG-GZP-ENG-0219,Hasan Mia,Active at FY2025 year-end,Male,32,25-34,Rajshahi,No,SSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-03-25,,Rakibul Hasan,26500,344500,1,80,81.4,Meets Expectations,Medium,Ready in 1-2 Years,3,5.0,1,12.0,2295.0,4.8,49.0,52.0,3.0,,,,
MG-GZP-ENG-0253,Saiful Khan,Active at FY2025 year-end,Male,24,Under 25,Dhaka,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-10-13,,Rakibul Hasan,38500,581200,1.05479452,80,79.4,Meets Expectations,Medium,Ready in 1-2 Years,1,4.0,1,12.0,1336.0,4.3,51.0,66.0,15.0,,,,
MG-GZP-ENG-0275,Monir Rahman,Active at FY2025 year-end,Male,41,35-44,Chattogram,No,Professional Certification,Engineering & Maintenance,engineering_and_maintenance,CC-107,Senior Maintenance Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-07-24,,Md. Moniruzzaman,66500,960500,0.95,87.6,87.8,Meets Expectations,Medium,Ready in 1-2 Years,2,5.0,4,36.0,6819.0,4.5,60.5,78.0,17.5,,,,
MG-GZP-ENG-0281,Rashed Mia,Separated during FY2025,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Manager,Manager,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-30,2025-08-01,Rakibul Hasan,,,,,,,,,3,11.0,1,12.0,1998.0,3.5,57.0,66.0,9.0,Voluntary,Better Career Opportunity,Yes,5.34
MG-GZP-ENG-0282,Shafiq Noor,Active at FY2025 year-end,Male,38,35-44,Sylhet,No,SSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-10,,Rakibul Hasan,24000,342600,0.90566038,95.1,93.6,Exceeds Expectations,High,Ready Now,4,14.0,1,4.0,702.0,4.8,56.0,56.0,0.0,,,,
MG-GZP-ENG-0320,Arif Akter,Active at FY2025 year-end,Male,44,35-44,Dhaka,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Project Engineer,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-09-28,,Md. Moniruzzaman,106500,1470300,1.18333333,113.2,98.1,Exceeds Expectations,Medium,Ready in 1-2 Years,2,5.0,3,36.0,6646.0,4.4,63.33,78.67,15.34,,,,
MG-GZP-ENG-0355,Nayeem Rahman,Active at FY2025 year-end,Male,39,35-44,Rajshahi,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Electrician,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-16,,Md. Moniruzzaman,22500,321900,0.8490566,86.5,79.7,Meets Expectations,High,Ready in 1-2 Years,0,0.0,3,32.0,5068.0,4.73,68.0,89.33,21.33,,,,
MG-GZP-ENG-0374,Mizanur Talukder,Active at FY2025 year-end,Male,42,35-44,Barishal,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Helper,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-01-01,,Md. Moniruzzaman,23500,359600,0.88679245,94.6,90.6,Exceeds Expectations,Medium,Ready in 1-2 Years,2,1.0,2,16.0,2640.0,4.25,63.5,81.0,17.5,,,,
MG-GZP-ENG-0443,Tanvir Khan,Active at FY2025 year-end,Male,35,35-44,Dhaka,No,Professional Certification,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-07-28,,Md. Moniruzzaman,95000,1250000,1.05555556,99.8,96.2,Exceeds Expectations,Medium,Ready in 1-2 Years,2,5.0,2,12.0,2998.0,4.65,56.0,65.0,9.0,,,,
MG-GZP-ENG-0457,Tanvir Khan,Active at FY2025 year-end,Male,34,25-34,Rajshahi,No,Diploma,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Coordinator,Junior Staff,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-03-15,,Rakibul Hasan,37500,487500,1.02739726,104,95,Exceeds Expectations,Medium,Ready in 1-2 Years,3,11.0,2,16.0,4503.0,4.25,59.5,83.0,23.5,,,,
MG-GZP-ENG-0464,Jahid Khan,Separated during FY2025,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-11-28,2025-12-23,Md. Moniruzzaman,,,,,,,,,1,1.0,0,0.0,0.0,,,,,Voluntary,Better Career Opportunity,No,0.07
MG-GZP-ENG-0487,Ashik Rashid,Active at FY2025 year-end,Male,37,35-44,Sylhet,No,Professional Certification,Engineering & Maintenance,engineering_and_maintenance,CC-107,Project Engineer,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-06-28,,Rakibul Hasan,102000,1459200,1.13333333,105.1,97,Exceeds Expectations,Medium,Ready in 1-2 Years,1,2.0,1,12.0,2121.0,4.2,65.0,69.0,4.0,,,,
MG-GZP-FIN-0114,Hasan Mahmud,Active at FY2025 year-end,Male,44,35-44,Dhaka,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Accounts Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-02-16,,Shafiqur Rahman,120000,1714200,0.85714286,82.2,80.6,Meets Expectations,Medium,Ready in 1-2 Years,2,3.0,1,6.0,594.0,4.7,60.0,68.0,8.0,,,,
MG-GZP-FIN-0205,Farhan Islam,Active at FY2025 year-end,Male,35,35-44,Chattogram,No,Professional Certification,Finance & Accounts,finance_and_accounts,CC-104,Senior Accounts Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-09-30,,Shafiqur Rahman,58500,813900,0.83571429,84,89.7,Meets Expectations,Medium,Ready in 1-2 Years,1,4.0,4,28.0,3479.0,4.17,60.5,71.0,10.5,,,,
MG-GZP-FIN-0237,Saiful Haque,Active at FY2025 year-end,Male,42,35-44,Rangpur,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Finance Executive,Executive,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-11-18,,Shafiqur Rahman,104000,1352000,1.15555556,91.9,92.8,Exceeds Expectations,Medium,Ready in 1-2 Years,3,7.0,3,22.0,3521.0,3.93,65.67,83.0,17.33,,,,
MG-GZP-FIN-0301,Jahid Khatun,Active at FY2025 year-end,Male,27,25-34,Dhaka,No,Diploma,Finance & Accounts,finance_and_accounts,CC-104,Accounts Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-02-02,,Shafiqur Rahman,42500,618500,1.16438356,108.1,95.8,Exceeds Expectations,Medium,Ready in 1-2 Years,0,0.0,1,12.0,2399.0,4.2,51.0,70.0,19.0,,,,
MG-GZP-FIN-0314,Tasnim Mahmud,Active at FY2025 year-end,Female,37,35-44,Dhaka,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-05-26,,Shafiqur Rahman,40000,583400,0.77669903,82.6,79.7,Meets Expectations,Medium,Ready in 1-2 Years,2,2.0,2,18.0,4495.0,4.2,66.0,85.0,19.0,,,,
MG-GZP-FIN-0475,Farhan Hasan,Active at FY2025 year-end,Male,28,25-34,Mymensingh,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-06-28,,Shafiqur Rahman,42500,595100,0.82524272,95.4,88.1,Meets Expectations,Medium,Ready in 1-2 Years,3,4.0,1,6.0,959.0,4.2,78.0,98.0,20.0,,,,
